ip_version,ip_ihl,ip_len,ip_ttl,ip_proto,src_port,dst_port,tcp_flags,payload_len,payload_mean,payload_std,payload_bytes,has_shellcode_pattern,has_suspicious_strings,entropy,printable_ratio
6,8,821,101,17,646,1032,53,82,140.17073170731706,77.87854911116234,0c5fb8070caef5fd717955269f887b3117e65d1dd240e37f310c93793be2c4e6c21afef5d351845dda7d3213cd5dc5465dbcf4ade8be4b86682eb64e10dde7fbf548e44441ef5dec54facd99e74ae268e4ad,0,0,5.880485962194136,0.36585365853658536
4,15,607,34,17,38594,56105,41,70,133.02857142857144,71.87806568439785,1436947e82935343bd77bad2b3b3271ec03171e9e899392c9a77da04dc47f77367fec7c2a121176157cdc1f1636d642e6578658b30fb0224d98ad3ab4114fd6298e951cbc3ce,0,1,5.986425874087823,0.4142857142857143
4,8,184,12,17,3429,50363,55,84,118.14285714285714,67.5195109115987,847ea963e128573eb91f5a970537af07a68d73a312b9828de346a76313c3557e2b22b4188a71c1d7fe433f7c092eef3854db82a948b26651a0d522ab835c834715f707891b13846e5cdbccd38d2660bb709cd026,0,0,6.026187809657766,0.39285714285714285
4,13,260,47,17,18724,24874,42,206,121.20388349514563,74.36023042200455,7a3d5e6204f76a14edb2787ff358d6874a6b43df2576d8c482c73575b09433a44b725c421d1fb45e171b6ff40c507d0052b375a7b019ae1bc183bacea0307b84511915fd455111ce4c62a4c18f414e1508ccc920c129fb07eacccf99879ad23e51c1daef897a7b4eeccbb22e822d8e272e91841e89fcd0b9342de116f6b202650f8201f567f81852be091f8916d7a77edb7970ef524412d97b6e61a3611bb0cd50874015bf35e02f585f417e2075dba014f78f417da7d6302ec405f60647e2325afe0272116b24fad870c4f48554,0,0,6.961630077996558,0.3932038834951456
6,14,1124,73,6,36730,57911,3,235,124.77446808510638,71.13520380558242,33954b1d0536f4369d7bdff044c199f2c88e2c9cb634a61caefa4db67a02e31143a347656cf23c7f75583643066c407b64d7c177ef5740d2a085876cca1539596c5b4a466f1f505305a027823da6d7ad2c321679e4ee185f80e79d1b81a88ac7a2898902c6eecfd8cfd276a17eeaa56ecd547319206e8ecbab1de5af63e64e171ac11b30c581fa0f50cb4d7bc2764bc1b2afc8455f8a3b14639019420b3644a45312b84354a29881ea38e915ee4960b37650427d66c10fb19ec49fb0ace94f7100f84c195e37c82cda36d4028eb977ffc0da124a74b9a686d61146d6f94739fc5222c41bc5e8b2a9e26840,0,0,7.111462878568565,0.39148936170212767
6,11,945,64,6,42236,304,56,19,110.94736842105263,60.96286504198621,f247d1584a5d636d642e6578909090063628e0,1,0,3.997670276487613,0.631578947368421
6,8,1232,73,1,62982,65337,38,176,135.48863636363637,69.554016666934,65a1d20dc7957c328cf67baf5e4cf79eb16801a4e09c68ca73c512ea2e70a164de30fa7ce7fc9636cd64d34d530e21684defd5ff636d642e6578652a2fc1931e8d48b3fa323263f2ac8f98d907e9e37bcfa5642551e194b13ecfee1686fe399c09f3762b4566249995c448bf3bab585c7c59cdc848cd997b529d5fa5eb31b1af187484c0ed3fb8393db57e19e648dc32da8a6832f02ad195c569c2a2e4b7f4a66821f8c642ab1f48a287b8652a6aeeae,0,1,6.815350672976553,0.42045454545454547
6,14,82,34,6,23315,49223,5,147,124.12244897959184,72.99584350846767,4245e04378a04dca9dda55a49ee06de44a09e7692a5e2b7144090deeb97f18ac34d1dd6a4b44300c74f3e72726a1496adfd3006d287bf19ef4347ea8cc28a4efb08e48334ebfe39178dd3c20698bd5af111edf05ced6450321b7dfa3054770be7468295839422c85fa1f3b1654938aa06f46d8707c5ae2ec407962d017ef120569d791b6a5b06abfdcc4dd2aa40cc773605ac4,0,0,6.706275576040576,0.43537414965986393
6,15,1155,22,6,4436,34794,16,183,137.66666666666666,66.76803768347548,e16a9eb7277f3a769dcdcd56cf7ead7e5f13f060cc42a59ac5103382f4569a647670cbb9a5c0dfb2a5cf093d38f91a01b4c799e3b303ef738d6907bdf14b95ae8064a62deca031a6b09c695117fe3c7b3d9cd6e252a82a3a91af72ce92a2e2c871cb943522674095a3efdab9e285cbbae3f04dd8c2579c6bb7e2b9c23a673266594027b758a9ba2a1a573581b75a6cf1a9e7d028443ceca2347dc983445aa5e780bd867f817e05ea40708f0b099b86ddcbf4fa67758089,0,0,6.776441846398008,0.3551912568306011
4,8,653,78,1,35108,7520,58,25,140.16,73.34285513940672,9be3467b67cdd2cd0ede57ac683ecf1af1ca3ee576684b25f4,0,0,4.403856189774724,0.44
4,14,442,39,1,10937,10992,45,213,129.03286384976525,70.6114399073477,ab6ae7b05e908a062a998bc3fe04ae9ad234d43c623076f80998eb1804e15cc39bb8790f1843834cef37cfca2f436e8b3b08572de7b3b6c37da0bbb47f27ec72d5e54b771b82362fd4ea112419367624229d743196973368ee723b496c9fd7cedd5ba71dcd507de903cfe4ae286d1d6ed3a2648a4f6639259e76cbbd6ef2d68ea3c3acd535c94c6fae8a63a1d9a396abb705e0c85b7496389149986f18df4f8ba1fdd18105df35c26681f19e0b464946ae2af91ad9f438c789fd6d65ab3cc37e85583b91c119797d1ba2c5b4770f3af0daf63f5427,0,0,7.034434899587003,0.38497652582159625
6,9,297,85,6,19542,31836,8,16,109.3125,52.395990722096286,97996abe36636d642e657865151bb4bf,0,1,3.875,0.5625
4,10,380,62,1,51612,4682,42,238,122.86974789915966,72.4915805654534,9ed86f5d2a6c0c0f5fc049debee49fea7f281aaf3b53b7b65c24cac87b6e5d15098921804f475c23258372fbbd745fcd53017e413be378a5782bb548c6044e1aa52821c01eeca98a683c4c88e7893f4743fec35cfc9f1cc192fb5e0ce2f451ea0e1ebfa6f792ea4ad4443aee829b75d3bd46a323c71ec6f1aabd59ad44790b649fd78a3ca41e9f177262c2e23855b233a879848678ec46eb886b58c8464df3eb0b68ec4e5dff329fff1dc1207d4b7812bea04bad232f96b50e2961425a11d0b976133a418225f279473fc5bb005d8a80ba287e09a930de0a6fbf642ce0eeb5d50448f3be33e71a2694853a8151f0,0,0,7.08734689984271,0.42016806722689076
6,5,142,30,6,64276,45078,29,231,120.75757575757575,71.00370163640133,f56644bc49a13abbdb636d642e65786535c5cba1c41ffe431c4594f66c83f9435173f9294a446d1616142bb0adcb91e214c37c5cd57e4e2628b52e2e537ba451c260c4c28d2af703b05414531877d5b8aa40741aa2271e1f37442aef0419636d7a409ce485f450db761585d791375a5737fda6afac314ec5c8140d5970d2429eea3dd82b5457352424b117eaeb142bda12608f47f3904b4e5cf683bcb8174e7f7d44ffff1d32e76f579b3053ea5fa93e1027a6d20e77769f5d02c6e4c96199839d686547e3f19d4f4bbbc916b5f750957b10818b4e38884ea0bf745078a922a1a026f3f2dc5059,0,1,7.0230772751712,0.45454545454545453
6,12,619,35,1,64139,33560,17,55,130.45454545454547,65.51275189729878,8b76fb17e35501e27eed63248771deb2e0a7c2afed3c436561815baa4293f0944c77e751966e636d642e6578656b493fd9d5013bbfc156,0,1,5.585816304394414,0.509090909090909
4,7,395,44,17,24873,33530,19,202,128.12376237623764,72.7469473327958,3fbd8170d6cdbb715acc0125233411a3711dabf70b5b5465d76ce330ed2e194f64b8be067cc4aed10a8ff6f6b5639305f0e09a886dd3c566e05061fa8ced39c663f7fc392081861ad111c93e64d3d0fbc062569e0005955c93bfe593a50074fe822d210d5578e0cea3bf74c7eedce58f694f37994b4a4c873f899621053057a23dcbd87e151f4dc25778215a6547452ee3773514e7c13799e726b6517f773f09c5db40bbb5e3ce204556225b7b899ab2fa1b775c3dcc8715c564e234a8976bcc41cdd77986fc9aa8ba14,0,0,6.943836420752794,0.39603960396039606
4,13,1201,17,1,38095,35699,9,39,129.46153846153845,66.55625966201254,40832969d0015a31a7c2caed9963a286ea6dbfb962c78c0144f2ce700c5fc78b7e298f54b6a22c,0,0,5.080274013734043,0.38461538461538464
6,7,755,4,6,17519,47400,18,103,137.96116504854368,75.62964466425002,e76d21a61515b9e99657ab46fa1495a8a94b10f112fd5db9a51dc869599c2213cb6f1c420fda63d6cbc7f0a0fa52375b33a1b117e4af74b6cf369444aa937e2c6620c2f6936821f9059d799be280e043bfca48fec6b455486af93efdcff27bc84edcecc5ef0e76,0,0,6.47290829417351,0.33980582524271846
4,15,947,65,17,3614,28155,9,63,113.34920634920636,72.96055875807663,1aedd11b079253420260772f04c1391f2a5901a4e206429e738fc47f58cb8829c9aa111ded1d2486ca4c918f82e39c62a5eaf4f13a9582718ebf582c2a195e,0,0,5.755057701277693,0.3333333333333333
6,13,900,72,1,3628,58519,44,32,140.125,84.64512316134935,8c99c901fc440c2b2ae9d5fdc922e6bf17d64991a0865bb72dd4ff2f04c0fdba,0,0,4.875,0.25
4,13,917,14,6,39986,32015,8,73,144.6986301369863,73.20335439045049,a0baf1828f2af3d26dabc441f5f774d0374de812c5500ee8874c3797caa84cd857d28d98dcf30bc79304c7f6a509fe199bcda86974fa7a7adaa65279d1d85b6acaf76120761467df3d,0,0,5.861057435592347,0.3287671232876712
6,8,886,14,1,47384,4398,37,256,131.0703125,76.3994113599859,535b2aa269af6ceaa876f54ae68d48c8c5ae55e7830a95eb221cae6a7d9e51ecc00dadbaec44672be5497c563e97193b3f5f6b54f8be63bc589064275503b6dde63dfe4ea89c2af6d31598bde1a8cceaf3ed4e06963bff490198b577e0f446c51cbc30c81e2f342ad8f43d281468261fd0d7667580eb5a37fe328e896e058731ffc8353a40221da0c745529e431d2e15784bc646eaa6e59ff485ba2bb1ec92829e104852c71489442bf95f60a3a5cedc773aa286651cee1f36f20bb9770323e1bb4e9608f9a140f833bc3201eae9edc1ead99685f43081cc053de42bfb05e097f753caeb1c2e99c97631f785c08a713e85f2aaef00a67d90a6e4288cda20c95a,0,0,7.189753210927493,0.3671875
4,10,986,118,6,25801,45656,52,98,121.87755102040816,76.02903115044917,154896c027d1ce986353086703fadad0039bb04ed007783a954092e88386022471fe068af3d412d4b6ce312c238f1aa48876cd7e7d08987d34545ad1b2b438c0dc8b436fe611ec11026dcafc4cbab3ae37d2023b388e658d9bf76d613e140ee925c2,0,0,6.300884461440073,0.3469387755102041
4,5,810,89,6,4255,25768,12,156,129.44871794871796,74.89114278462516,49026d3e7537a392c0c4ab0a83b2e07a1def9bc17f8f743db636afde2e67da2c524c20b736b4fa676a43bd3ed2f99c1859593ced941f133f118ba7d79ff1af9edd8ee5b223f7de9814eaea44934bdae72b0b8cc7b80606bf6fce42af6789affd281c9c3fda2380fca0b257f3da9009d5123e70b45b78c8fd80a905d45d1f127b965b38bdd2000033085b6ef4e542459b448ccb865a73caf72040dae4,0,0,6.74290740807321,0.33974358974358976
4,13,752,35,6,460,17199,14,209,131.8755980861244,75.73634592150465,6fe1838d0c9a4abbd06cabc1a72d3757511aeee81f1500fa16865ed08d6b9e0c400e4bcce0b9c5b8335b15d600bd442bf684e5acf44659b37931e886ff977acde9ed6244f1996401537fded04cf8cb736535015114dc0939e026ca92da8ec6e7c5391bae54e4ea85dd8e6c2da81d4175d948e264e1423ad1fdba4436159c65a11376507c1ccb3fea8cd06a1ffc21290545ac5185db99a6355d5a11928a08f2f0f49f0f39024317da8d94dbd39090908cf0d84e5eb7ede597427002a0f2a4af70cde6d97ade51eeba408ae39ea32524168c,1,0,7.082816907138391,0.3253588516746411
4,10,197,112,17,17724,15221,37,123,134.22764227642276,66.61109224362181,a282d2cbcc9cbf5933b5faf9938867733e235417fb26e3971bba896a230fc49c69453db07e9c4c78fea92238538a9c334cddcfb7d16ca155bd418578a2e3c89af7491754b0c867262c52a662b68d6973a7d225f8732be923cadcf7c52b25dfb71f669b40af5e8b8da4d7501159fad97569afb59c21af309c88afa7,0,0,6.277681680048041,0.3983739837398374
4,10,378,14,6,31747,36263,55,248,129.25,75.039089275889,22eb464c716b9f854ef7ded395039ce47ae35ad1250e1101a8fef519d6ddad732ed49814387b97b3003333a93e1edce47f72491fecacabd881406907b42a4136916df945320568786a14d09e2a1ceb309af46fe26adf5a91321630ac79d7e4f3cdb255119301859fd4601c8a37b0f1de7e6f2a981c196ba63fff6acbeb10dc3d3b9c3993b0e1aab1838cf849fb2ca16de6d99d7517e6d28f292400ae9573eb7609d9e55414fb6015bcf9e2b76536a89897d547591edb3cb6cd31b28a52971761e323f9ec2b8b2fb719d7b995ff6b4b3a7f50a63cd30e377ac4c1e4db1e1ed2bdd76dd04aa45c1d0db3c016ca329b4a3b505b9da18bf078ae,0,0,7.172690110676692,0.3467741935483871
4,13,1291,61,17,679,21846,24,143,125.41958041958041,78.59966837306263,629b308ef86af205be731d31f07c817df5f1010cfd4e9215e38390e8c33a52a7364dd2eff5c8db1057931c031f98c192a2b8cd806c05085b21ce610712ee13e474bf8b778417ac2f856def0a323719531dfbd4637bccb667b06d88cae9ab2f3d72dcb06fb9e30a1b90cdf5cb1504cf2b2629e1e5a2b67233b473104d10f5ab262c2e7558cb11c8f12cec7e70cf9c0d,0,0,6.735011983616408,0.32867132867132864
4,13,265,49,1,23762,14273,56,37,113.21621621621621,75.85232278690921,0dfe01b14a2c048bde25cb665f43c059635af80a4776000cf37c9cb0de688610508d6adc6a,0,0,5.101345257520843,0.43243243243243246
6,13,388,85,6,53997,35461,16,193,131.22797927461139,70.33458044800933,f954f585eb3d5bdfcd8b91fb7d953221881574c58d4d6528b5eb1842b5a981febf788283ef022b82cd3fa5f734a91cd4835db1590efb79ac396525c3b5be6e6329f61962668acde4281a3c7e85f43b61a2d3a9bcc8d2a8e6269973ac1c5d9005a3c866816cc22b339afaf2077c852aebe9d61b6e344b63805a7f2a2f094d5b9ae4bf2b47546c09c93177390452afb7d739cc82baa46f8c01892fd1e4f9d9eb2fa19dc66d6e9ff476b280fb55db4c3f8187a771e4f692becd4795149752255f8538,0,0,6.914767982763047,0.37823834196891193
6,11,252,109,1,41989,3503,23,182,122.75274725274726,72.81052761801031,c0144ad810de1a02f0b10407913731ffc73bb15143f7ff015db285e57164cae59c2069bc53927e8511da191c7180da5a17eb5cba616440cd3f60fe7f5a59f08525d047c94839a229d3be9c8910dde4b82be996b96b7841642a4ecac985376d7d99636d642e65786524e62b861476db36dda63105f2ec87235eef0e96057d3122d33626085da20aea8eabd486c86c2c0a5e046d53a526705bb1918a92799a16e67f9da1cc4286246a1f1eb4f0c3c00cff698ac8c092bd,0,1,6.848239145598106,0.3901098901098901
4,8,1219,41,1,32943,30604,18,125,114.6,73.55966285947756,70278e08c5d718c8ffba95d1c13b1a13d583827e5021717f38ae655e72e1cd4c0e2308ea350e1c1d6ac598ae4143d347061a711074fdd155f4afcda8558339f9589191e224dba73304349eb1180cd0a8287bad623107911c1b6355daa99360106f5e080394a5ed840751cd00fa6f6137543c2d5a535b9fb8659ed2fb4e,0,0,6.557627884592857,0.384
4,7,634,91,17,14181,10065,32,11,107.63636363636364,63.02852561596467,557e853593e12da42d059c,0,0,3.2776134368191157,0.45454545454545453
4,5,808,79,17,53286,6557,6,208,128.1971153846154,69.62367656072782,04a5072af5f94d0d6936605ec1aea90e20f8639e4276e4179e69929ffd1f81108f956763fc52e3f35c906fca6d97909f19e0d33a6ab61b4641cfa3d5f1d27e41784e1365e02d818fcb82d4ea8cd89fcaf958057cc805f3be7b8f72383e7ad106a4d2b82aaf5255688857636d65a19b39fb765194c608c05dd9829147609a74b91ab9c84e41628916e5e0486a4c4b46bf918611f67b2d63babeaec4a1506271a7a40a48f0dd0fb5bd4217ab73783509cab644415bca89307111c11b6579ea323091ed3acd968724d5f537a41ab6f74dc1,0,0,7.017559429596342,0.3894230769230769
6,14,903,56,17,40809,22148,6,86,124.51162790697674,72.47080313238045,9e40d9ae2527fdc6a8a31803dd1433931d4edbafdd60775cae652e6ef8732655bc9122e9755f17579f41b95e2a4195eec17366531bf72196a34cefbf05668ae675e9c2386e96d09d03d47d5a410def016b6b9550ff8d,0,0,6.068649783746709,0.43023255813953487
6,6,219,19,17,14962,10021,62,228,130.14912280701753,77.50644935883071,2c374b44ee14a17bff36346b49f22055380e603bc4713e6ec105d2a832b09c0453abf86a7a6ed513d8422d726071de1c9cacd8cbc1bc00e5de4f20a78abf0af7bcf69cea320544808105f9f183362fdb6a4b6a69cace7d7d1b9730b0f161f1901b64ebbf603da34c412f9787aa3153b5b806bb120ff2f858eec929a4db50e7da0fe1da13c310130725fbd984c9744e0cd12bf93ab42734a7a3ed5c7f6a6776c199bf0ebd3086d7636d642e6578654c8d164c1ca2cd0559d6ec37c21eb012dad5ff10cfc2c9d152f9d04e0f6d868af8ebea2cf2c092fe7d8b587e0cad82f93eeaffed03b1,0,1,7.043073347346253,0.36403508771929827
6,11,266,23,6,14005,13521,22,190,129.44210526315788,70.45643906765501,8c3e806498887b325675684025c85d562acc02b3e5617f475de23300ab84e0f68943ffeed7d64dbff65aefb2ea4f78b527b41fb98c224b8d09299f89118667702d9b056f06dec48bfd4d01a76ed59820e580870cf24a2d87d11a1795a326e1488157ad49ffe0b5faf26161b79b5c615901b997c29d5d3dadad6a86b631633b61b7da7648428ab2bf834a3b9550da7903f1bf11149f53ccf6f3cf6898e2126bbaaa2e9a4957c24ed06d03dd3dc87a1d52b508d7d185ed53817177e0e475a1,0,0,6.944098487333152,0.37894736842105264
4,5,171,78,6,12844,35331,60,7,126.42857142857143,71.45399547532493,c228ce0e7b72c2,0,0,2.521640636343318,0.42857142857142855
6,14,173,5,17,64530,34487,61,11,126.0,76.58981655546643,309bc4fb682b1451f7965b,0,0,3.4594316186372978,0.45454545454545453
6,13,969,59,6,14376,46430,14,97,131.70103092783506,73.00122367968227,43e2aacff0f19aade32f35c13f64606c2a673438b4064ec0e19260ba4ac08344f1c5e28ab7de39ff126e19ed0152c968f1248caba232843f9e0a432a7d7335d212a6defb4dd94f53ce64c1209b932f6583f71be07d3d529d16789efc48e765c1d6,0,0,6.171977017400254,0.41237113402061853
6,5,447,25,1,43147,57376,21,36,121.08333333333333,69.97435045945208,a17b8c877d5877de762df6f9a28048150d876b263f7005c0bdbbc59dea439953070ac838,0,0,5.114369445886756,0.3888888888888889
6,10,729,8,6,1920,52263,8,145,125.63448275862069,70.85203754820648,68abf5bf3f909090c46cb533418e527458db955edcd2588e71c050d3943794ee92065572e8cc130f1e2f147d7bd2360a5f4a27ed6833f8c95d6a2d381158346c05f92dc533c6dd4b41b470267b8892766497094971903b075babc3e3338bcf40cd046ffef6ac5ba308e26954824e1f879f757be7951f06f1fdb6ca67b3f89144b30eccb3102fa21dac98eaa7eab49261a9,1,0,6.676325986506976,0.3931034482758621
4,5,243,77,6,58078,18222,13,6,157.33333333333334,58.479816081182136,febb7eb87948,0,0,2.584962500721156,0.5
6,11,548,98,17,18958,42175,43,233,125.36480686695279,70.90808871140999,414f62141bf15bc745b45d43be402f9b29c65d3d16b74dca610d5db7d4248e66d83ac185882e58395ac7611b22f5e243a25bf9f304c06af5e9ed1bbc66ca9f219444518e8c1f06b8a1797e47c529c0b0432ff2488d78cd6f6d6dfca0b1d54870ae03b6405679f14b984e37490b6591a126de9a2f44def7edbc070061a9604c8eb969bc910d20c809b3baff75b9c5d2025db8d6c74abece9c77445db934c4cd6dfcf813f7056a6e67e75edae14cb081ade01fe64286a45b14e5c68f712e0c111e8b97d59cb5df8b137c1c0d56722b4d9f7eeaa59325b5156f6ee8525c4b3de17665886ab27d5c8e4f07,0,0,7.148871593150425,0.41201716738197425
4,10,931,104,17,32006,34340,8,222,130.63513513513513,71.94866306522749,57654d2910284a5216be06d52cae8da5773934fb343efe569c3bb53f71aaf34cb27e05094f6114e75b7ad88258feb83cf9e2c0e35e19160dabe7afa9990af35c1bdd7fbeb54b70e96ed5838e11534ab6a66c67f7cc84c89321bda0b550e41632ad4b6180e7f3e8eb67afa391796cc93b04363e492f87f3f71e56b66c2b4fefa4b14c2804519caebe696267cbc21c896dd871b5a4866aef8242462a9a6b783d89be24a3db8f5851e052faa403bfffbacac381b271c0807543e812086ed72be7882cd92c18c91af444ff7cae5f95d24baeae87d4eba22e9dca69d28b0720ff,0,0,7.1023044226935985,0.3783783783783784
6,13,743,22,17,25077,46244,20,4,138.0,44.19275958796871,a7754dbf,0,0,2.0,0.5
6,14,885,16,1,13062,20712,60,121,127.56198347107438,69.6543879547807,1073bd2ef04144126d3c1ca0abbd90273864521dae20538932f8b2676370da2feb26b95bc0d9a8e250cce4ef8eeaf7d49753dd992f18557752609fb337a06ad1042b298174396156af41f04903f77da25e7d4833c8e2f56f7531415bfbbc7516c1cbaf821fe9bf859b259a88e95718bd6108c27b8c7cbe9395,0,0,6.60886509674297,0.4297520661157025
6,14,27,33,17,13876,30686,44,216,127.4074074074074,74.7272245789877,45141f961c96a43f657b1d92349dc3ced97632a5aed12bb39725dc76dc2eaf92c6de9517312d26dde65647ef00d101bec3d94608b4031dd8912feecc9f8c7e592cc762e8ca9b4ae0225bdfd4fe0285f33983e85b1bb7797b2b502de38ab1faf71b20e0d8d6b51b93411689a9f56e1f786b979dc101617b4f6c5dbc99954307af8579245a1a6d01d1431b70cf8dfdd8303c3d110ce58a9d4191c594208ae945b57dc098a9c90e6818face6ccee06741edf1f970a87189aa06974cc951d0db231306dc22b3bbb6c4cc0df0478048ca73ea47a129057853472d,0,0,7.129615974265497,0.3472222222222222
4,11,418,100,6,51733,60009,52,177,124.74011299435028,73.51344260783213,45848fad7ac03293ec92079914bcfbe1824dadcec5ebbcb343add77e4eee1a7b1c30469874894711c3c947eb61b21b699a2ab003a9279cef683134fb662f316f9f1afc8eeb114d453cb9295b2c57dfbc937d95ebd5b0d95174af721ad45e0f41ea7bf514ea7d0c2772c32542b65a94d92316d5df97f49c82189bc41e17a125ecc89c10e65fb901e3c48e4c3935379350361fea22693caf612e38b7c3539ab76ac00e0fc44d013df8d0440b9d6795edad6c,0,0,6.823316849420244,0.3728813559322034
4,10,1115,122,6,16959,41974,31,66,108.16666666666667,69.77943244193945,339f45e1f42965a9081b2b515d3a039623b229c6a652f4f29f0165bd37e269ab0e733531270b227a879e269a6049ca1325d64a6263da5f5a3dd689655be29b446521,0,0,5.771666846631181,0.5303030303030303
6,9,497,93,17,35190,28476,7,60,136.75,71.61904425500245,3ef54a706cfd1dc6d40a6c3c505ff796f23400cc66563bf13ebe9904ab749c92b799aa4078cf40fc2d90c085fd7d74f09fa83afa95e46ee33e748a34,0,0,5.581727678869736,0.4166666666666667
4,6,669,126,1,8131,58202,3,83,117.79518072289157,70.09593409588439,b6699000b547023368ca9ffe636d642e65786528e6c3210c83e454104264556e97ebc21d82952f59191a68d93c48329462b3b48c53f5035ff46d9ac1b56b4e122854c7ae63737397f2317f837106ff4af321e9,0,1,6.085882804840902,0.46987951807228917
4,8,1034,94,17,42522,627,41,30,96.63333333333334,63.86886739423381,7052c934bb0268424c3a2fdc347fa103157a42bc58ab1f389306b979890a,0,0,4.773557262275185,0.4666666666666667
4,13,523,87,17,62941,30672,34,77,119.50649350649351,64.73835920564846,78a65f7303f9e6bed9715e6f704167dfa7746cdfb068efef76ac62ccea0700462b636d642e657865a754732a4aed47998c2c6a8648506ec7451073a18218b7b67d914b8beb1525601d01558ba7,0,1,6.013412839340008,0.5194805194805194
6,15,137,92,17,60291,5931,48,8,113.25,53.711614200282604,65b66227a5b0256c,0,0,3.0,0.625
4,11,744,96,6,4980,40456,13,226,123.96017699115045,72.58673912853371,7252399c7b7e0da6348db27914fcd43b3d40b2c622d38a986bb9b8c897f346fa0d45362dfc262835bc2726b033dad92ac44aa180b7197e37bf943f80f14671b1d3082b808c23c12ff6f415e57674cd86fd5062f685cd946a63350df14892476ecd970abe54cdc6d57fb07a9b5a8a3c82588a2642f2e39bfecc7622b668a583bf6a5d1aab75ea8f28256f162cc424bd1705b17b9d0942f41c88146eaa9eae27241360c1817137fcf2d75915990b00051fb0f00bc8878b76a9b69110956bd1591df692b29935d3b50e51b6008c4da2b62ed978f034f0693d02660b50b51ba7e980a6a0,0,0,7.116379626017126,0.36283185840707965
6,9,308,16,17,2571,57609,24,142,136.2394366197183,70.75547354305758,4e5cdf70b46fef53fc07d0dafcc4927ba5da1b5677d2f04b3e3d5b7a8c5a0385b4f8d99431479370e36fb2f541d9f1a1cc1043ae2a0f1fb5625ff5c3f4356af425b409e9783485734398007d77a83350fe59d0715acecd80b94c57e2edb8e6513586cdb0d276e241d4b629ac366127a0f742268b944e71ccd5b1c85e4b688b9a8501436537c5f4da9e619671e713,0,0,6.681230746173831,0.4154929577464789
4,10,1218,102,6,4819,4590,20,98,128.40816326530611,76.46552334151458,de24c3d055567fa3d3e7ffdc03b92c6b1ce8a9842ad167dc795c7d299d9819d34f923bd19952154927c9aed45b0d51fd2d43f60539cafe1ec040f2a742adb06bbe261586a962179ed616e5c61b42f7ac3f26464da3db8a72dbdabcf6b3632d103a0c,0,0,6.369811884931537,0.35714285714285715
4,12,155,128,6,22532,33340,16,159,123.29559748427673,72.20050292156759,5844f0fa4ca115cd82730d3e9e584c7e663e69b4037b648fbc19c1b77bb35c4f4b1fc28a17fccd1fea50b57ead9bb79ad4a531410eebfec9400a0d1e6ca7d01a3783ecf54f751c173f706c8833ddd2f24edb2f9dcafa7d9fc1d70f558704451c6a720ab9aded778409b32dc86060d541af0aa6e4b28852ff6a578d2d9b820c8f445c4dff8e05f844188ef4a94e345289f135709929bcd3839c9718c2555610,0,0,6.800242860917517,0.36477987421383645
4,15,63,105,6,10913,49060,39,115,123.12173913043478,73.10744300727787,934dc9f03ff84ad9aa2186b6fc66410536ce28bdac0b0c2006025c6f982fe6dd0a7ca6038ffac96d8a5e4b99e5ba25ab4c13a986e7016eb185eb7a6578dab96aa574ed6957c33724017d075ab7acc338eee320718bb7729c20dbc8776330723582d0f3c2d419c33b31ad7c0b711f9243894036,0,0,6.588883311776318,0.40869565217391307
4,12,1254,125,17,11995,33937,47,41,140.41463414634146,73.25464294275844,c7c523f78eb701a8de5c894787b79bf80e0bf4c418f56db847752126a7ac9d8140df8ed5b4a09836f3,0,0,5.211210541203448,0.24390243902439024
6,9,1135,69,6,7949,46712,19,198,119.9040404040404,71.98502849280173,7cd35ded7f165ec4cd347538588ee0cd204a9224c1856fabfe46fe383b55d4ff1c9177894be52bbe16531839060a8573a3826ab5a1380781b85d84faabaa6542363bb9907441235c8061ae4fd3944147a087bf223330e01786d4520575ffd1be13f71583132f493921fab4418f40931fb91baf39cd449762c131a6d875b7b080ae4054e6e84a82cc6a0d2a0c155c37b8ed6d465cdb8758048dd16202dde32be1f1f81b910c911b825f9a0c5a883f7ad2772a885ea67fe4147015ec9902f443e380a3802edc04,0,0,6.951054789151337,0.3787878787878788
6,14,943,105,6,8739,61582,37,160,115.24375,72.70735407053057,41cc228009e50634ab3b0ed64b4453712bf17fb5e9ad560a233bb5611a0ef1ddd46d95afb2c3c53b433163ae150668562626df6cc90715006a3f05f0a00cb3ba62b9d02651cff70e7cbe8e49e2608d99cf89015aba610e900f581729c5541fb49a46763a45de3cf3ab089a250db33d3491e1a6e45d2547e013cba3d0845662bfa1b0381a9be8904a792ade879bba0b937f6ce1961d32fb636d642e6578651455,0,1,6.853055907333277,0.39375
4,9,1031,65,17,24186,51974,20,145,139.97241379310344,70.70560089287042,4d006acd80575dfc357ed60c2ae1e99ccff9e5fc797788e0e0f69e938d2dcbd5b996c85bdabd47f96431fd6dc4ab48beafb561981dfd8176e33346d876631eb32f9e03efe0e2d1eb78e15f86a1079341b88748a475389362c1c4b1747815153f9596c1a5b978fcef7bb5470021728c584955095f48b26e53f805d2fe93616cbcb2abff3ae1aa587e9fd05439de15c0a327,0,0,6.6797068485461,0.36551724137931035
